transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,property_valuation,comparison_date,recency
141,10,2728,2017-12-22,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31 00:00:00,1612.25,Female,55.0,1959-03-26 00:00:00,64.0,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0,512 Forest Run Center,3188.0,VIC,11.0,2017-12-30,8.0
1136,66,1456,2017-12-22,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1995-10-24 00:00:00,64.92999999999995,Male,97.0,1964-12-11 00:00:00,58.0,Health Coach II,Property,Mass Customer,N,Yes,6.0,1253 Ridge Oak Center,2560.0,NSW,4.0,2017-12-30,8.0
1679,24,3225,2017-12-22,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07 00:00:00,957.02,Male,19.0,1980-06-19 00:00:00,43.0,Chief Design Engineer,Health,Mass Customer,N,Yes,4.0,5 Iowa Road,2154.0,NSW,11.0,2017-12-30,8.0
1684,53,2714,2017-12-22,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2009-03-08 00:00:00,509.97,Female,50.0,1998-03-17 00:00:00,25.0,Occupational Therapist,Health,High Net Worth,N,Yes,1.0,65 Sunbrook Road,2284.0,NSW,4.0,2017-12-30,8.0
2672,56,1773,2017-12-22,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2012-05-18 00:00:00,45.96000000000001,U,82.0,00:00:00,0.0,0,IT,Mass Customer,N,Yes,0.0,9097 Superior Drive,2114.0,NSW,8.0,2017-12-30,8.0
2757,35,1873,2017-12-22,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1995-12-19 00:00:00,903.11,Male,49.0,1992-07-09 00:00:00,31.0,General Manager,Manufacturing,Affluent Customer,N,Yes,4.0,2769 Banding Avenue,3189.0,VIC,10.0,2017-12-30,8.0
2906,21,2746,2017-12-22,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2004-08-17 00:00:00,1103.43,Female,97.0,1953-10-25 00:00:00,69.0,Actuary,Financial Services,High Net Worth,N,Yes,7.0,77 Golf Course Junction,3027.0,VIC,8.0,2017-12-30,8.0
2974,46,3232,2017-12-22,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11 00:00:00,1215.34,Female,7.0,1993-10-10 00:00:00,29.0,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0,78258 Hanover Plaza,3070.0,VIC,10.0,2017-12-30,8.0
3414,1,2816,2017-12-22,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02 00:00:00,448.67999999999995,Female,87.0,1989-11-25 00:00:00,33.0,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,14.0,515 Warrior Pass,4226.0,QLD,9.0,2017-12-30,8.0
3727,0,1148,2017-12-22,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29 00:00:00,50.66,Male,60.0,1987-09-28 00:00:00,35.0,Statistician IV,Financial Services,High Net Worth,N,No,5.0,4668 Coleman Street,2160.0,NSW,5.0,2017-12-30,8.0
4121,17,2098,2017-12-22,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20 00:00:00,1305.25,Female,82.0,1969-12-13 00:00:00,53.0,Dental Hygienist,Health,High Net Worth,N,No,16.0,794 Kennedy Court,4740.0,QLD,2.0,2017-12-30,8.0
4713,28,1174,2017-12-22,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05 00:00:00,133.7800000000002,U,9.0,00:00:00,0.0,Executive Secretary,IT,Mass Customer,N,No,0.0,698 Summer Ridge Way,2529.0,NSW,7.0,2017-12-30,8.0
5077,66,2389,2017-12-22,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09 00:00:00,574.6200000000001,Male,18.0,1973-12-28 00:00:00,49.0,Desktop Support Technician,Retail,High Net Worth,N,No,7.0,249 Burning Wood Point,2758.0,NSW,8.0,2017-12-30,8.0
5599,82,2999,2017-12-22,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1997-08-25 00:00:00,459.46000000000015,U,28.0,00:00:00,0.0,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,0.0,4 Loftsgordon Avenue,3023.0,VIC,8.0,2017-12-30,8.0
6919,22,973,2017-12-22,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12 00:00:00,143.82,Female,46.0,1979-08-02 00:00:00,44.0,Data Coordiator,Health,High Net Worth,N,No,15.0,42 Dahle Parkway,3806.0,VIC,7.0,2017-12-30,8.0
8428,97,639,2017-12-22,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29 00:00:00,50.66,Male,51.0,1974-06-03 00:00:00,49.0,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16.0,44 Upham Crossing,2148.0,NSW,7.0,2017-12-30,8.0
9471,84,687,2017-12-22,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2006-05-22 00:00:00,198.22000000000003,Male,25.0,1959-02-10 00:00:00,64.0,Executive Secretary,Retail,High Net Worth,N,Yes,5.0,4535 Daystar Parkway,2072.0,NSW,12.0,2017-12-30,8.0
9490,0,820,2017-12-22,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10 00:00:00,41.129999999999995,Female,12.0,1977-01-06 00:00:00,0.0,0,Financial Services,High Net Worth,N,No,16.0,58047 Westport Road,2040.0,NSW,12.0,2017-12-30,8.0
9777,31,2183,2017-12-22,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2002-03-22 00:00:00,57.72999999999999,Female,61.0,1972-02-07 00:00:00,51.0,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7.0,8142 Tomscot Drive,4132.0,QLD,4.0,2017-12-30,8.0
10140,31,1355,2017-12-22,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10 00:00:00,57.72999999999999,Male,37.0,2001-04-04 00:00:00,22.0,VP Quality Control,Property,Mass Customer,N,No,1.0,7006 Miller Avenue,3444.0,VIC,4.0,2017-12-30,8.0
10205,62,3217,2017-12-22,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23 00:00:00,179.44,Female,95.0,1968-03-12 00:00:00,55.0,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8.0,17 Nevada Drive,2122.0,NSW,11.0,2017-12-30,8.0
10614,89,1558,2017-12-22,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2016-07-09 00:00:00,1305.25,Male,14.0,1991-05-12 00:00:00,32.0,Information Systems Manager,Financial Services,Affluent Customer,N,No,2.0,07236 Jenifer Point,2763.0,NSW,10.0,2017-12-30,8.0
11461,47,1098,2017-12-22,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-25 00:00:00,189.27999999999997,Female,99.0,1989-02-01 00:00:00,34.0,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12.0,9419 Homewood Way,2160.0,NSW,9.0,2017-12-30,8.0
11807,49,2072,2017-12-22,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2003-07-21 00:00:00,133.38,Female,30.0,1960-04-20 00:00:00,63.0,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,692 Leroy Parkway,3043.0,VIC,9.0,2017-12-30,8.0
12311,85,2661,2017-12-22,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2014-10-10 00:00:00,827.1599999999999,Female,59.0,1976-12-26 00:00:00,46.0,VP Marketing,Financial Services,High Net Worth,N,Yes,12.0,17 South Crossing,2770.0,NSW,7.0,2017-12-30,8.0
13049,72,2122,2017-12-22,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1998-12-17 00:00:00,771.12,Male,85.0,1973-01-27 00:00:00,50.0,Registered Nurse,Health,High Net Worth,N,Yes,11.0,0899 Judy Pass,3072.0,VIC,10.0,2017-12-30,8.0
13172,84,1519,2017-12-22,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2002-08-31 00:00:00,198.22000000000003,Male,35.0,2001-11-30 00:00:00,21.0,Administrative Assistant IV,Telecommunications,High Net Worth,N,Yes,1.0,7 Bartillon Circle,2260.0,NSW,8.0,2017-12-30,8.0
16828,61,2796,2017-12-22,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17 00:00:00,14.229999999999997,Female,52.0,1977-11-01 00:00:00,45.0,Web Designer II,Manufacturing,Mass Customer,N,No,9.0,149 Browning Terrace,2343.0,NSW,2.0,2017-12-30,8.0
17494,2,2329,2017-12-22,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02 00:00:00,17.869999999999997,Female,7.0,1957-12-19 00:00:00,65.0,Computer Systems Analyst II,IT,Affluent Customer,N,No,20.0,5 1st Park,2285.0,NSW,6.0,2017-12-30,8.0
17917,86,1515,2017-12-22,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2005-05-10 00:00:00,110.56,Male,80.0,1990-08-19 00:00:00,33.0,Geological Engineer,Manufacturing,Mass Customer,N,Yes,2.0,87746 Bellgrove Park,2211.0,NSW,10.0,2017-12-30,8.0
18578,31,3255,2017-12-22,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02 00:00:00,547.28,U,47.0,00:00:00,0.0,Engineer IV,IT,High Net Worth,N,No,0.0,463 Merry Center,3128.0,VIC,10.0,2017-12-30,8.0
196,19,1315,2017-12-21,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1999-06-23 00:00:00,4.8,Female,46.0,1973-06-24 00:00:00,0.0,0,IT,Mass Customer,N,Yes,12.0,55326 Fulton Hill,3931.0,VIC,10.0,2017-12-30,9.0
570,68,1396,2017-12-21,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20 00:00:00,1592.19,Male,20.0,1987-10-07 00:00:00,35.0,Cost Accountant,Financial Services,Mass Customer,N,No,18.0,8108 Clyde Gallagher Crossing,3756.0,VIC,4.0,2017-12-30,9.0
1092,92,3395,2017-12-21,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05 00:00:00,155.6500000000001,Male,76.0,1993-04-19 00:00:00,0.0,0,Financial Services,Mass Customer,N,No,3.0,01716 2nd Terrace,3174.0,VIC,8.0,2017-12-30,9.0
2137,57,1963,2017-12-21,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21 00:00:00,1630.25,Male,81.0,1998-03-18 00:00:00,25.0,Biostatistician I,Argiculture,Mass Customer,N,Yes,4.0,493 Buell Point,4500.0,QLD,8.0,2017-12-30,9.0
2466,21,3286,2017-12-21,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05 00:00:00,690.49,Male,23.0,1961-06-02 00:00:00,62.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0,1 Fairview Park,3977.0,VIC,7.0,2017-12-30,9.0
2809,100,1522,2017-12-21,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06 00:00:00,830.2399999999999,Male,57.0,1994-06-13 00:00:00,29.0,Paralegal,Financial Services,Mass Customer,N,No,7.0,79055 Moose Terrace,2176.0,NSW,9.0,2017-12-30,9.0
3381,87,3181,2017-12-21,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20 00:00:00,1592.19,Male,39.0,1976-09-29 00:00:00,46.0,Senior Editor,Financial Services,High Net Worth,N,No,6.0,26 Randy Road,2642.0,NSW,2.0,2017-12-30,9.0
3492,35,1540,2017-12-21,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1999-12-04 00:00:00,903.11,Female,53.0,1962-03-17 00:00:00,61.0,Mechanical Systems Engineer,Property,Mass Customer,N,Yes,19.0,8 Monument Junction,2154.0,NSW,11.0,2017-12-30,9.0
3816,14,1565,2017-12-21,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,2011-01-10 00:00:00,737.1700000000001,Male,71.0,1953-08-17 00:00:00,70.0,Sales Representative,Retail,High Net Worth,N,Yes,11.0,4 Rowland Way,2126.0,NSW,10.0,2017-12-30,9.0
5306,87,3209,2017-12-21,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-25 00:00:00,471.6,Female,10.0,1964-03-28 00:00:00,59.0,Civil Engineer,Manufacturing,Affluent Customer,N,No,15.0,182 Homewood Plaza,4053.0,QLD,7.0,2017-12-30,9.0
5492,94,2993,2017-12-21,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09 00:00:00,641.64,Female,85.0,1995-03-07 00:00:00,28.0,Graphic Designer,Financial Services,Affluent Customer,N,No,4.0,00 Cordelia Trail,2138.0,NSW,9.0,2017-12-30,9.0
6373,30,2851,2017-12-21,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1992-10-11 00:00:00,299.27,Male,36.0,1975-12-17 00:00:00,47.0,Programmer IV,Entertainment,Affluent Customer,N,Yes,16.0,11035 Toban Lane,2770.0,NSW,8.0,2017-12-30,9.0
7442,72,2992,2017-12-21,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06 00:00:00,90.09999999999997,Female,26.0,1974-05-31 00:00:00,49.0,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,9610 Gateway Trail,3429.0,VIC,5.0,2017-12-30,9.0
8405,9,1485,2017-12-21,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2004-08-17 00:00:00,75.13999999999999,Male,50.0,1969-08-02 00:00:00,54.0,Food Chemist,Health,Mass Customer,N,Yes,6.0,29133 Canary Circle,2282.0,NSW,8.0,2017-12-30,9.0
9033,31,2088,2017-12-21,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1995-12-19 00:00:00,57.72999999999999,Male,2.0,1969-10-09 00:00:00,53.0,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,59 Prentice Lane,4551.0,QLD,7.0,2017-12-30,9.0
9614,63,824,2017-12-21,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2005-10-22 00:00:00,1383.6100000000001,Female,97.0,1977-02-27 00:00:00,46.0,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12.0,09413 Holmberg Terrace,4127.0,QLD,3.0,2017-12-30,9.0
9738,61,2063,2017-12-21,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17 00:00:00,14.229999999999997,Male,55.0,1963-06-17 00:00:00,60.0,Clinical Specialist,Health,Affluent Customer,N,No,16.0,18 Buhler Court,3186.0,VIC,12.0,2017-12-30,9.0
10048,45,1763,2017-12-21,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,2014-07-28 00:00:00,356.5,Female,96.0,1994-10-30 00:00:00,28.0,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0,08731 Coleman Lane,3352.0,VIC,6.0,2017-12-30,9.0
10320,29,786,2017-12-21,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22 00:00:00,135.84999999999997,Male,34.0,1985-02-14 00:00:00,0.0,0,Financial Services,Affluent Customer,N,No,16.0,3 Crest Line Plaza,2223.0,NSW,10.0,2017-12-30,9.0
10855,17,2778,2017-12-21,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09 00:00:00,409.8600000000001,Male,50.0,1978-08-13 00:00:00,45.0,Paralegal,Financial Services,Mass Customer,N,No,12.0,0 Summit Trail,2287.0,NSW,5.0,2017-12-30,9.0
11019,66,2530,2017-12-21,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-08-20 00:00:00,64.92999999999995,Female,63.0,1960-08-03 00:00:00,63.0,Business Systems Development Analyst,Property,Mass Customer,N,Yes,18.0,2757 Green Ridge Circle,2567.0,NSW,8.0,2017-12-30,9.0
11470,42,2452,2017-12-21,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2012-06-04 00:00:00,199.0999999999999,Female,93.0,1975-07-24 00:00:00,48.0,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,17.0,4898 Buell Terrace,3043.0,VIC,7.0,2017-12-30,9.0
11889,40,1252,2017-12-21,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1991-08-05 00:00:00,583.2700000000001,Male,46.0,1965-01-16 00:00:00,58.0,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,60320 Emmet Road,4806.0,QLD,4.0,2017-12-30,9.0
12001,22,1407,2017-12-21,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15 00:00:00,15.080000000000005,Female,43.0,1980-10-04 00:00:00,42.0,Structural Analysis Engineer,Manufacturing,Mass Customer,N,Yes,9.0,931 Rigney Terrace,3015.0,VIC,10.0,2017-12-30,9.0
12572,70,3486,2017-12-21,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11 00:00:00,198.29000000000002,Male,67.0,1956-07-25 00:00:00,67.0,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,18.0,8934 Havey Plaza,2548.0,NSW,8.0,2017-12-30,9.0
13892,81,1076,2017-12-21,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10 00:00:00,64.50999999999999,Male,33.0,2000-06-06 00:00:00,23.0,Pharmacist,Health,Affluent Customer,N,No,2.0,44 Ramsey Road,2515.0,NSW,9.0,2017-12-30,9.0
15008,64,3210,2017-12-21,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18 00:00:00,872.8900000000001,Female,80.0,1988-02-01 00:00:00,35.0,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,96 Hermina Terrace,3024.0,VIC,5.0,2017-12-30,9.0
16640,88,1221,2017-12-21,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1993-10-02 00:00:00,182.81000000000017,Male,75.0,1995-09-25 00:00:00,27.0,VP Product Management,Health,High Net Worth,N,Yes,14.0,94219 Buell Circle,2020.0,NSW,9.0,2017-12-30,9.0
16959,57,1328,2017-12-21,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-06-17 00:00:00,1630.25,Male,19.0,1981-09-02 00:00:00,41.0,Budget/Accounting Analyst IV,IT,Mass Customer,N,Yes,6.0,27 Farmco Pass,3806.0,VIC,8.0,2017-12-30,9.0
18300,5,2319,2017-12-21,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09 00:00:00,451.6500000000001,Male,63.0,1985-05-03 00:00:00,38.0,Librarian,Entertainment,High Net Worth,N,No,18.0,69444 Mccormick Junction,2539.0,NSW,9.0,2017-12-30,9.0
18437,3,1625,2017-12-21,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2015-05-21 00:00:00,1702.5499999999997,Male,20.0,1977-12-09 00:00:00,45.0,Information Systems Manager,Property,Mass Customer,N,Yes,10.0,2 Southridge Crossing,2763.0,NSW,8.0,2017-12-30,9.0
18733,86,3125,2017-12-21,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1994-07-12 00:00:00,309.80999999999995,Female,2.0,1978-08-21 00:00:00,45.0,Social Worker,Health,High Net Worth,N,Yes,5.0,54294 Hovde Court,2500.0,NSW,8.0,2017-12-30,9.0
18887,93,2621,2017-12-21,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02 00:00:00,583.2700000000001,Female,24.0,1974-02-21 00:00:00,49.0,Assistant Media Planner,Entertainment,High Net Worth,N,No,15.0,536 Crowley Crossing,2167.0,NSW,7.0,2017-12-30,9.0
144,92,1217,2017-12-20,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21 00:00:00,1630.25,Female,67.0,1968-08-19 00:00:00,55.0,Structural Engineer,Manufacturing,High Net Worth,N,No,16.0,387 Pawling Drive,2580.0,NSW,4.0,2017-12-30,10.0
244,63,3487,2017-12-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26 00:00:00,1230.3000000000002,Female,4.0,1977-12-15 00:00:00,45.0,Analyst Programmer,Health,High Net Worth,N,No,18.0,30011 Manufacturers Hill,3146.0,VIC,9.0,2017-12-30,10.0
679,74,693,2017-12-20,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2004-07-25 00:00:00,827.1599999999999,Female,46.0,1970-10-27 00:00:00,0.0,0,Financial Services,Affluent Customer,N,Yes,19.0,0 Carey Drive,4110.0,QLD,4.0,2017-12-30,10.0
1211,77,2719,2017-12-20,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10 00:00:00,445.2099999999999,Male,69.0,1988-08-24 00:00:00,34.0,Teacher,Telecommunications,Affluent Customer,N,Yes,6.0,62 Linden Drive,4209.0,QLD,4.0,2017-12-30,10.0
1983,61,2859,2017-12-20,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10 00:00:00,64.50999999999999,Female,98.0,1994-02-04 00:00:00,29.0,Assistant Professor,Argiculture,High Net Worth,N,No,5.0,3519 Schurz Alley,4034.0,QLD,7.0,2017-12-30,10.0
2640,20,2183,2017-12-20,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1993-05-26 00:00:00,195.33999999999992,Female,61.0,1972-02-07 00:00:00,51.0,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7.0,8142 Tomscot Drive,4132.0,QLD,4.0,2017-12-30,10.0
2931,17,1905,2017-12-20,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09 00:00:00,409.8600000000001,Female,21.0,1953-09-17 00:00:00,69.0,Help Desk Technician,Manufacturing,Affluent Customer,N,No,15.0,83975 Rowland Place,2166.0,NSW,6.0,2017-12-30,10.0
3104,0,1833,2017-12-20,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2016-03-29 00:00:00,72.59999999999997,Male,67.0,1967-03-15 00:00:00,56.0,Actuary,Financial Services,High Net Worth,N,Yes,19.0,99841 Talisman Street,4224.0,QLD,3.0,2017-12-30,10.0
3306,90,1687,2017-12-20,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2003-01-05 00:00:00,72.59999999999997,Male,16.0,1991-05-09 00:00:00,0.0,0,Manufacturing,Affluent Customer,N,Yes,8.0,86 Morningstar Junction,2031.0,NSW,12.0,2017-12-30,10.0
3450,80,3193,2017-12-20,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18 00:00:00,872.8900000000001,Female,6.0,1978-07-04 00:00:00,45.0,Web Designer IV,Property,High Net Worth,N,No,7.0,081 Oakridge Street,2519.0,NSW,10.0,2017-12-30,10.0
4096,4,1446,2017-12-20,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09 00:00:00,451.6500000000001,Male,51.0,1987-04-15 00:00:00,36.0,Engineer I,Manufacturing,Mass Customer,N,No,17.0,70262 Hermina Court,3690.0,VIC,2.0,2017-12-30,10.0
4955,33,2623,2017-12-20,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2014-07-28 00:00:00,144.26,Male,42.0,1982-07-28 00:00:00,41.0,Media Manager III,Property,Mass Customer,N,Yes,15.0,9837 Granby Alley,2445.0,NSW,7.0,2017-12-30,10.0
6020,1,2967,2017-12-20,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14 00:00:00,448.67999999999995,Male,60.0,1979-09-14 00:00:00,43.0,Social Worker,Health,Affluent Customer,N,Yes,20.0,3673 Jenna Center,4301.0,QLD,3.0,2017-12-30,10.0
6398,72,2575,2017-12-20,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1993-06-23 00:00:00,771.12,Male,87.0,1974-06-07 00:00:00,49.0,Business Systems Development Analyst,Financial Services,High Net Worth,N,Yes,16.0,18 Towne Way,2171.0,NSW,9.0,2017-12-30,10.0
7902,92,2995,2017-12-20,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2002-10-10 00:00:00,155.6500000000001,Male,60.0,1997-01-14 00:00:00,0.0,0,Health,Mass Customer,N,Yes,2.0,24 Old Shore Crossing,2250.0,NSW,7.0,2017-12-30,10.0
8553,29,1341,2017-12-20,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22 00:00:00,135.84999999999997,Male,65.0,1986-05-18 00:00:00,37.0,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15.0,05 Dahle Drive,3757.0,VIC,7.0,2017-12-30,10.0
8648,25,3286,2017-12-20,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04 00:00:00,709.34,Male,23.0,1961-06-02 00:00:00,62.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0,1 Fairview Park,3977.0,VIC,7.0,2017-12-30,10.0
8797,70,1990,2017-12-20,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06 00:00:00,830.2399999999999,U,9.0,00:00:00,0.0,Senior Financial Analyst,Financial Services,High Net Worth,N,No,0.0,29 Delaware Pass,2567.0,NSW,8.0,2017-12-30,10.0
8856,28,1970,2017-12-20,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05 00:00:00,133.7800000000002,Male,51.0,1982-08-23 00:00:00,41.0,Desktop Support Technician,Manufacturing,Mass Customer,N,No,7.0,5 Onsgard Plaza,3134.0,VIC,10.0,2017-12-30,10.0
8899,60,3074,2017-12-20,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2005-10-22 00:00:00,217.51,Male,31.0,1969-02-18 00:00:00,54.0,VP Quality Control,Health,Mass Customer,N,Yes,12.0,6278 Old Shore Parkway,2250.0,NSW,9.0,2017-12-30,10.0
8974,98,2329,2017-12-20,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16 00:00:00,143.35999999999999,Female,7.0,1957-12-19 00:00:00,65.0,Computer Systems Analyst II,IT,Affluent Customer,N,No,20.0,5 1st Park,2285.0,NSW,6.0,2017-12-30,10.0
9927,80,1408,2017-12-20,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18 00:00:00,872.8900000000001,Male,14.0,1997-06-22 00:00:00,26.0,Dental Hygienist,Health,High Net Worth,N,No,4.0,6 Anderson Court,2880.0,NSW,1.0,2017-12-30,10.0
9929,40,799,2017-12-20,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1993-04-12 00:00:00,583.2700000000001,U,39.0,00:00:00,0.0,Programmer I,IT,Mass Customer,N,Yes,0.0,572 Brown Circle,2756.0,NSW,8.0,2017-12-30,10.0
10336,13,2136,2017-12-20,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2010-06-07 00:00:00,751.02,Female,21.0,1965-07-12 00:00:00,58.0,Office Assistant I,Health,High Net Worth,N,Yes,5.0,99000 Petterle Drive,2062.0,NSW,9.0,2017-12-30,10.0
10634,72,2378,2017-12-20,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06 00:00:00,90.09999999999997,Female,41.0,1994-04-25 00:00:00,29.0,Research Assistant II,Manufacturing,Affluent Customer,N,No,1.0,51 Leroy Place,2065.0,NSW,10.0,2017-12-30,10.0
